id,event_id,place_id
4296,5032,11989
4297,5033,11990
4298,5034,10612
4299,5035,11991
32741,37188,879
4302,5038,11994
4303,5039,11995
4304,5040,11996
4305,5041,11997
4306,5042,11998
4307,5043,11999
4308,5044,12000
4309,5045,7161
28131,31940,14323
4311,5047,12002
56395,65021,37178
4313,5049,12003
4314,5050,1817
4315,5051,12004
4316,5052,1647
26214,29667,16324
26221,29674,29860
4319,5055,12006
4320,5056,12007
4321,5057,1788
4322,5058,12008
4323,5059,12008
4324,5060,12009
4325,5061,12010
4326,5062,12011
4327,5063,12012
4328,5064,12013
4329,5065,12014
97123,110487,62851
4333,5070,12021
4331,5067,11943
4332,5069,11779
4334,5071,11969
4335,5072,11961
4336,5073,11963
4337,5074,11970
4340,5078,12045
4342,5080,11626
4343,5081,12048
4353,5101,12085
4344,5082,11779
4345,5083,11779
4346,5084,11779
4347,5085,11943
4348,5086,11943
4349,5087,11943
4350,5088,12049
4351,5089,12050
4352,5090,12049
4354,5102,12085
4355,5103,12085
4358,5106,12085
4359,5107,12085
4360,5118,12086
4361,5119,12087
4362,5120,12089
4363,5121,4369
28130,31939,14323
4368,5127,12115
4370,5129,12120
4371,5132,12131
4372,5133,3920
4156,4864,11930
4366,5124,932
4373,5134,1208
4369,5128,12118
4374,5135,12132
4246,4977,11833
4250,4981,11837
4415,5176,2594
4376,5137,12133
4377,5138,12134
4378,5139,12135
4441,724,12153
4442,725,12153
4341,5079,11993
4379,5140,12138
4380,5141,12139
4381,5142,12140
4382,5143,12140
4383,5144,12140
4384,5145,3001
4385,5146,3001
4386,5147,6788
4387,5148,2077
4388,5149,1228
4389,5150,1228
4390,5151,10895
4391,5152,10895
4392,5153,968
4393,5154,968
4394,5155,5270
4396,5157,12141
4397,5158,12142
4398,5159,10976
4399,5160,10976
51495,59553,8564
51688,59801,46823
4310,5046,12001
4402,5163,3873
4403,5164,3873
4404,5165,8487
4405,5166,8487
4406,5167,2216
4407,5168,12141
4408,5169,12143
4409,5170,10895
4410,5171,10895
56396,65022,58919
4271,5002,11833
4272,5003,11834
4273,5004,11835
4274,5005,11836
4275,5006,11837
4276,5008,11833
4277,5009,11834
4413,5174,2126
4414,5175,2126
4416,5177,12144
4417,5178,12144
4418,5179,921
4419,5180,921
4420,5181,921
4421,5182,921
4422,5183,921
4423,5184,921
4424,5185,921
4395,5156,2594
4412,5173,11669
4338,5075,883
4425,5186,10895
71962,82173,35763
97124,110488,62851
71963,82173,60593
4431,5192,946
4432,5193,12145
4433,5194,922
4435,5196,12146
4436,5197,12146
4437,5198,776
4438,5199,12145
4439,5200,12145
4440,5201,12145
4526,5304,12339
4448,5211,12180
4339,5077,11613
4497,5265,12134
4498,5266,12275
4356,5104,12085
4357,5105,12085
4365,5123,1147
4480,5246,12246
2077,220,5925
4481,5247,10843
4482,5248,12236
4451,5215,1205
4452,5216,12203
4453,5217,5512
4454,5218,12204
28132,31941,1305
4456,5221,12205
80727,92243,72767
4483,5249,12247
4484,5250,11525
4443,727,12153
4444,5203,12155
4445,5202,12155
4485,5251,12248
4486,5252,12249
4487,5253,12251
4488,5254,10922
4489,5255,10922
4490,5256,10922
4491,5257,10923
4492,5258,10923
4493,5259,12255
4494,5260,12255
88806,101220,77470
4496,5262,12260
4533,5311,968
4514,5292,7314
4515,5293,1581
4516,5294,11307
4517,5295,2891
4518,5296,12338
4527,5305,818
4528,5306,12340
4529,5307,12340
4530,5308,3825
4531,5309,3825
4532,5310,12344
4534,5312,3279
4535,5314,3259
4536,5315,3279
4447,5207,7806
4537,5316,12354
4538,5317,2272
4499,5267,11979
4500,5268,12278
4540,5319,3252
32742,37189,37067
4503,5271,3275
4450,5213,12200
4506,5279,5512
4507,5280,12296
4508,5281,12299
4509,5282,12302
104233,118156,84899
4458,5224,5227
4459,5225,12225
4460,5226,5123
4461,5227,5227
4462,5228,10825
4463,5229,8486
4464,5230,12236
4466,5232,12086
4467,5233,12238
4468,5234,12238
4469,5235,12238
4470,5236,12238
4471,5237,12086
4472,5238,12086
4473,5239,12238
4474,5240,12238
4475,5241,12238
4476,5242,12240
4477,5243,12241
4478,5244,12243
4513,5291,12336
4479,5245,12245
4520,5298,838
32838,37288,10887
37568,43440,43556
40651,47265,46761
40770,47409,3279
4525,5303,802
4501,5269,10154
4502,5270,12284
4539,5318,3252
4541,5320,10987
4519,5297,12278
4546,5326,12372
4547,5327,6559
4548,5328,12373
4434,5195,729
4465,5231,12236
4446,5206,1832
4430,5191,12141
4427,5188,12142
4550,5330,12375
37569,43441,43556
4511,5288,12315
4512,5289,12319
4609,5398,12544
4610,5399,8550
4611,5400,8564
4626,5421,11447
4627,5422,9264
33337,37895,7450
4542,5321,12367
4543,5322,11174
4544,5323,11887
4545,5324,12368
4629,5424,12576
4644,5440,12592
4647,5443,9407
4552,5336,12369
4553,5337,10132
4570,5357,11979
4571,5358,12482
4572,5359,12375
4573,5360,11979
4554,5339,3647
4555,5340,3647
4556,5341,12392
4574,5361,6559
4575,5362,12492
4576,5363,12498
88807,101221,77109
4582,5371,12354
35113,40174,8390
4652,5449,1343
4557,5342,7082
4581,5368,12500
4653,5450,12629
4584,5373,12525
4587,5376,12527
4588,5377,12528
4594,5383,12542
4595,5384,8705
4596,5385,832
68264,78123,31386
68580,78451,2101
4599,5388,2592
4600,5389,8850
4601,5390,8839
4602,5391,875
4603,5392,9693
4604,5393,12543
4605,5394,8713
4606,5395,8561
4607,5396,8560
4608,5397,801
4612,5401,8614
4613,5402,8614
4614,5403,829
4615,5404,829
4616,5405,807
4617,5406,12045
4618,5408,12546
77755,89037,69462
4620,5410,10820
4621,5411,12548
4622,5413,2760
4623,5418,927
26215,29668,14880
26222,29675,14736
4643,5438,12592
4648,5444,12596
4558,5343,12368
4559,5344,12368
4560,5345,12368
4561,5346,12368
4562,5347,1818
4563,5348,1219
21735,24559,1618
4649,5446,11621
4651,5448,12607
4655,5452,12632
4566,5351,12477
4579,5366,8936
4630,5425,776
4632,5427,12584
4633,5428,12585
4634,5429,12586
4635,5430,12375
4636,5431,12587
4637,5432,12588
4638,5433,6272
4639,5434,12589
4640,5435,12590
4641,5436,5994
4564,5349,82182
4583,5372,3647
4646,5442,11759
4577,5364,10820
4631,5426,4928
4645,5441,8487
4654,5451,7560
4585,5374,12526
4586,5375,12526
4589,5378,12529
4590,5379,12530
4591,5380,12531
4592,5381,12532
4674,5472,12639
4675,5473,12640
4676,5474,2026
4677,5475,1790
4678,5476,879
4679,5477,1836
4680,5478,1786
4739,5561,6988
4740,5562,6988
4741,5563,6988
4593,5382,12520
97125,110489,62851
4742,5565,12790
4743,5564,12790
4744,5566,12790
4745,741,12790
4746,5568,12790
4747,5569,12790
4751,5574,11662
4752,5575,4611
4753,5576,5815
4681,5479,12649
4682,5480,12650
4683,5481,3697
4684,5482,3696
4685,5483,12651
4686,5484,12652
4687,5485,7239
4688,5486,12653
4689,5487,12654
4690,5488,12260
4691,5489,12655
4692,5490,12656
4693,5491,12657
4694,5492,12658
4695,5493,12659
4696,5494,7082
4697,5495,12660
4699,5497,12661
4700,5498,1633
4755,5577,12800
4756,5577,5815
4704,5503,12664
4708,5512,12694
4709,5513,11684
4710,5515,11636
4711,5516,12695
4712,5517,12696
4714,5519,12697
4715,5514,8352
4716,5521,12714
4717,5522,12722
4718,5523,2103
4733,5540,12663
4734,5543,11664
4735,5544,12760
4719,5526,3328
4720,5527,12744
4721,5528,1579
4723,5530,4095
4724,5531,2101
37570,43323,43556
4726,5533,2101
4727,5534,12745
4728,5535,7407
96824,110182,80711
4730,5537,11655
4731,5538,6272
4732,5539,6272
4737,5548,12356
4738,5549,12354
4748,5570,12667
4754,5576,12800
28133,31942,31547
33339,37898,11143
35114,40175,10455
4659,5457,8352
4660,5458,9398
4661,5459,829
4662,5460,829
4663,5461,807
4665,5463,11625
4666,5464,12633
4667,5465,12634
4668,5466,12635
4669,5467,9244
4670,5468,11524
4671,5469,12636
4672,5470,2029
4673,5471,2029
4757,5578,5815
4701,5499,12520
4702,5500,12662
4703,5502,12663
4758,5578,12800
92372,105415,884
4722,5529,4928
4698,5496,14104
4762,5582,12810
4763,5583,12703
4764,5584,10825
4765,5585,11668
4766,5589,12824
4705,5504,12667
4767,5590,11667
4768,5591,7550
4770,5593,12833
4761,5581,820
4750,5573,12983
4769,5592,1165
4736,5545,932
4706,5510,11660
4773,278,12835
4774,247,12835
4776,310,5874
4777,190,5874
4780,213,5874
4782,5595,10827
4783,5596,9267
21736,24560,1618
21822,24655,11568
4781,5594,12838
4786,5599,8009
4787,5600,8009
4788,5601,10855
4789,5602,12841
4793,5606,12045
4795,5608,9244
4749,5572,12797
4658,5455,2791
26216,29669,14880
4796,5609,4299
4791,5604,2060
80728,92244,18184
37571,43312,43556
4794,5607,1297
4820,5637,4814
40652,47266,46761
4707,5511,12693
4713,5518,11637
4825,5651,4805
4798,5612,2164
4799,5613,3887
4800,5614,3887
4801,5615,2164
4802,5617,12851
4803,5618,2571
4804,5619,987
4805,5620,1788
4806,5621,12852
4807,5622,12852
4808,5623,12852
4809,5624,12852
4810,5625,12853
4811,5626,10688
28134,31943,14323
49822,57520,3174
49827,57527,45324
49960,57664,21204
50010,57713,52480
50012,57715,38173
50016,57719,45277
4826,5652,12868
4827,5653,2968
4821,5641,1217
4828,5654,2968
60702,69671,821
50087,57796,14692
21737,24561,26651
4830,5656,1648
4833,5659,3647
4839,5666,12702
4845,5672,12703
4846,5673,12703
50099,57808,52669
50124,57835,10609
4861,5689,2071
50171,57888,13276
33799,38522,5913
56397,65023,58277
50209,57939,52911
50211,57941,5186
50236,57969,52969
50238,57974,37344
50243,57979,52973
50247,57983,13951
50252,57988,5512
4873,5704,12667
4878,5709,12884
50278,58020,1820
50282,58029,1820
50286,58024,1820
50291,58036,10887
50296,58042,26558
50299,58048,10887
50305,58063,794
50309,58067,1820
50318,58081,10211
50322,58095,53117
50328,58101,25516
50332,52627,7696
4859,5687,1217
71964,82175,6789
4862,5690,12890
4864,5692,12891
4866,5695,12894
4867,5696,12895
4868,5698,1076
4869,5700,12897
4870,5701,12897
4871,5702,12897
4872,5703,12897
4874,5705,12909
4875,5706,12909
4863,5691,12001
4876,5707,12909
4877,5708,12909
4882,5714,8493
4879,5710,12909
4881,5713,2710
4883,5715,12909
4885,5718,12909
4772,248,12835
4887,5719,8486
4889,5729,12884
4888,5721,12909
4892,5733,3647
4890,5730,12909
4771,283,12834
4775,276,5874
4778,203,5874
4779,222,5874
4891,5731,12926
4893,5734,3166
4894,5735,1821
4901,5742,12933
4895,5736,12909
4896,5737,12909
4897,5738,12909
4898,5739,12909
4899,5740,12909
4900,5741,12909
4902,5743,2101
4903,5744,2101
4906,5747,12943
4907,5748,12944
4905,5746,12909
4909,5752,12950
4910,5753,10887
4884,5716,12918
4908,5751,11143
4911,5754,10887
4912,5755,10887
4913,5756,10887
4915,5758,9130
4916,5759,10887
4914,5757,2361
4923,5766,12703
4935,5778,5270
4917,5760,12909
4918,5761,12909
4919,5762,12909
4920,5763,12909
4921,5764,12909
4922,5765,12909
4938,5781,12959
4924,5767,12909
4925,5768,12909
4926,5769,12909
4927,5770,12909
4928,5771,12909
4929,5772,3901
4930,5773,12954
96825,110183,6120
96826,110184,82177
96827,110185,44966
96829,110187,10893
4947,5790,1825
104234,118157,84899
97126,110490,81572
4951,5794,2076
97360,110754,33469
97388,110788,777
97389,110789,17546
97390,110790,10772
97392,110792,80716
97394,110794,72732
4946,5789,12961
4952,5795,12972
97395,110795,82474
97396,110796,53905
97414,110749,50583
4953,5796,8251
4954,5797,8251
4956,5799,8251
4957,5800,8251
97415,110817,8422
4958,5801,10886
4959,5802,907
4970,5813,12870
4971,5814,12977
4972,5815,8487
4975,5818,10460
77756,89038,69463
4978,4034,12980
4979,5821,11376
4985,5827,10460
4986,5828,12985
4987,5829,12985
4990,5832,12985
4991,5833,12985
4992,5834,10922
26217,29670,1847
4996,5839,6751
97417,110820,80856
97418,110718,82398
97422,110822,79913
97259,110636,9009
4983,5825,1847
4984,5826,12981
4988,5830,12981
4989,5831,1847
4994,5836,1847
4995,5837,12981
4886,5717,11339
5001,5843,12988
4999,5841,1847
5000,5842,12981
5004,5846,1887
5030,5507,12999
5031,5509,12999
68265,78124,65824
5005,5847,1847
5006,5848,12981
5007,5849,1847
5008,5850,12981
5009,5851,1847
5010,5852,12981
5011,5853,1847
5012,5854,12981
5013,5855,1847
5014,5856,12981
5015,5861,772
5016,5860,1175
5017,5862,1175
5018,5863,772
5019,5864,1175
5020,5865,1175
5021,5866,772
5022,5867,12996
5023,5868,2817
5024,5869,12997
5025,5870,772
5026,5871,12996
5027,5872,772
44557,51422,8456
5029,5874,12996
5035,5875,11672
5036,5876,1883
26536,30025,3523
5058,5899,1832
5038,5878,1847
5039,5879,12981
4974,5817,3873
4973,5816,3873
4969,5812,884
5057,5898,2045
5040,5880,1847
5041,5881,12981
5042,5882,13001
5043,5883,13001
5044,5884,6778
5045,5885,13003
5046,5886,772
5047,5887,12996
5048,5888,772
5049,5890,772
5050,5891,13003
5051,5892,13003
5052,5893,13003
5053,5894,13003
5054,5895,13003
5055,5896,13003
5056,5897,13003
5062,5903,10853
5064,5905,10067
5065,5906,13005
5066,5907,2688
5085,5926,10068
5086,5927,10825
26537,30026,3523
5088,5929,1830
5067,5908,13003
5068,5909,13003
5069,5910,13003
5070,5911,13006
5071,5912,3026
5072,5913,13007
5073,5914,13008
5074,5915,6806
5075,5916,6806
5076,5917,6806
5077,5918,6806
5078,5919,6806
5079,5920,6806
5080,5921,6806
5081,5922,6806
5082,5923,6806
5083,5924,6806
5089,5930,10824
5090,5931,13018
5092,5933,10854
5093,5934,13019
5094,5935,13019
5095,5936,13019
5098,5939,2601
5102,5943,10949
5103,5944,10887
5104,5945,10887
5105,5946,10887
5096,5937,13021
5097,5938,13022
5106,5947,10887
5099,5940,13023
5100,5941,8396
4904,5745,11954
5101,5942,8991
5107,5948,10887
5108,5949,10887
5109,5950,10887
26218,29671,16326
5111,5952,10816
88808,101222,77471
4997,5840,12987
5002,5844,12988
5115,5956,3587
2929,3507,5189
5116,5957,1761
5120,5961,13046
5122,5963,10855
5123,5964,11624
5124,5965,5752
5131,5972,7551
5132,5973,7551
5133,5974,10068
5134,5975,1552
5136,5977,13061
5137,5978,13061
5138,5979,13061
5139,5980,10951
5140,5981,10887
21738,24562,26651
5146,5987,1618
5147,5988,13082
5148,5989,11189
5149,5990,11527
5150,5991,13083
5151,5992,13083
5152,5993,13083
5153,5994,13084
5154,5995,13087
5155,5996,13087
5156,5997,13087
5162,6003,13089
5164,6005,13090
5165,6006,13091
5166,6007,13091
5167,6008,13091
5168,6009,13091
5169,6010,13091
5170,6011,13092
4960,5803,6781
5128,5969,7550
5126,5967,4587
5121,5962,10543
5119,5960,11611
5114,5955,10819
5091,5932,1784
5084,5925,7553
5063,5904,879
5163,6004,11679
5171,6012,13092
5172,6013,13093
5173,6014,13094
5174,6015,13095
5176,6017,11638
5178,6019,13098
5179,6020,829
5180,6021,829
5181,6022,11639
5182,6023,830
5183,6024,2595
4961,5804,12973
5186,6027,2105
4962,5805,10949
21739,24563,26651
4964,5807,10949
21823,24656,10200
21852,24690,11571
5187,6028,13100
26219,29672,1847
5223,6064,4606
5188,6029,13101
5189,6030,1691
5190,6031,1691
5192,6033,13103
5193,6034,13103
5194,6035,13103
5196,6037,13104
5197,6038,13046
5198,6039,13105
5199,6040,10855
5200,6041,10067
5201,6042,10068
26538,30027,3523
5203,6044,13018
26545,30034,2236
23919,27155,11677
24253,27519,1395
26575,30079,18910
104235,118158,84899
5210,6051,7551
5211,6052,1832
5212,6053,9244
5213,6054,4812
5205,6046,2683
5216,6057,10853
5217,6058,1834
5218,6059,13112
5222,6063,10824
5224,6065,13113
5225,6066,13114
5226,6067,3001
5227,6072,11420
5228,6073,11421
5229,6074,11422
5230,6075,11411
4998,5838,10875
5003,5845,12988
5231,6076,11420
5232,6077,11421
5233,6078,11422
5234,6079,11411
5235,6080,11420
5236,6081,11421
5237,6082,11422
5238,6083,11411
5240,6085,13115
5241,6086,13115
5242,6087,13115
5244,6089,12703
5245,6090,12703
5246,6091,12703
5247,6092,12703
5248,6093,12703
5249,6094,6789
5250,6095,13117
5251,6096,11120
5254,6099,13133
5255,6101,13134
5256,6102,13118
5257,6103,6776
5258,6105,13137
5252,6097,13128
5253,6098,13130
5033,5506,12999
5034,5508,12999
5259,6106,13138
5260,6104,13137
5261,6107,13138
5262,6108,13138
5265,6111,13137
5266,6112,13139
5267,6113,4243
5268,6114,4243
5269,6115,13137
5270,6116,4243
5271,6117,13137
5272,6118,4243
5273,6119,4243
5274,6120,10951
5275,6121,781
5276,6122,781
5277,6123,781
5278,6124,781
5279,6125,781
5282,6128,6718
5283,6130,13143
5285,6132,4670
4967,5810,22488
5143,5984,13070
5195,6036,10822
5191,6032,13102
5177,6018,13097
5175,6016,13096
5284,6131,1736
5281,6127,6783
5286,6133,10886
21740,24565,26652
5289,6136,2076
5290,6137,13149
5291,6138,5270
5292,6139,10820
5293,6140,13156
5296,6143,13158
26539,30028,3523
56398,65024,58259
5294,6142,771
5295,6141,823
5303,6150,13168
5304,6151,946
5305,6152,12145
5307,6154,8318
5308,6155,910
5309,6157,11614
5310,6156,11614
5311,6158,11614
5312,6159,11614
5313,6160,11614
5314,6161,11614
5315,6162,11614
5316,6163,11614
5317,6164,11614
5318,6165,13171
5319,6166,13172
5320,6167,13173
5321,6168,13174
5322,6169,1887
5323,6170,1887
5324,6171,1887
5325,6172,1887
5337,6184,13198
5327,6174,13188
5328,6175,896
5329,6176,2714
5330,6177,13190
88809,101223,77472
5332,6179,13193
5333,6180,13194
5334,6181,13195
5335,6182,13196
5336,6183,13197
68266,78125,65824
5349,6196,10875
5338,6185,3436
5339,6186,13199
5340,6187,13200
5341,6188,7886
5342,6189,11332
5343,6190,13201
5344,6191,13202
5345,6192,13203
5346,6193,11228
5347,6194,13204
5348,6195,11979
5351,6198,6758
5352,6199,13205
5353,6200,13206
77757,89039,69463
78005,89310,63936
78102,89423,71608
5306,6153,11099
5366,6213,2683
5367,6214,2696
5368,6215,2691
5369,6216,11424
5370,6218,13245
5373,6223,2698
5375,6225,13253
5376,6226,11425
5377,6227,11453
26220,29673,14517
71965,82176,6789
5371,6221,11876
5372,6222,13251
5383,6233,11189
5384,6234,2026
5385,6235,13255
5386,6236,13255
5387,6237,13255
5388,6238,13255
5389,6239,13255
5390,6240,13255
5391,6241,13255
5392,6242,13255
5393,6243,13255
5394,6244,13255
5395,6245,13255
5396,6246,13255
5397,6247,13255
96828,110186,53225
5400,6255,13258
5402,6256,11588
5404,6260,13266
5406,6262,3215
5407,6263,3215
68275,78134,65875
5409,6265,13266
68276,78135,1208
68277,78136,50582
5399,6254,3146
5401,6253,13260
5413,6273,3215
5157,5998,13087
5158,5999,13088
5159,6000,13088
5160,6001,13088
5161,6002,13088
5184,6025,13099
5301,6148,13167
5299,6146,2594
5287,6134,13148
5298,6145,776
5297,6144,776
5185,6026,11625
26540,30029,13684
5403,6259,13130
5414,6274,3215
68267,78126,23724
68278,78137,49411
5417,6277,13266
5418,6278,13267
5419,6279,11527
5420,6280,11527
5421,6281,11657
5422,6282,8518
5423,6283,8518
5424,6284,3649
5426,6286,2026
5427,6287,7407
5428,6288,9244
5429,6289,10384
5326,6173,1887
5432,6292,3647
28135,31944,14323
5435,6295,4817
28144,31957,32267
37572,43442,16356
5441,6301,9268
5443,6303,11675
5444,6304,10384
5445,6306,6806
5446,6305,6806
5447,6307,6806
5449,6310,6806
5450,6309,6806
5451,6311,6806
5452,6312,6806
5453,6313,6806
5454,6314,6806
5455,6315,6806
5456,6316,6806
5457,6317,6806
5458,6318,6806
5459,6319,6806
5460,6320,6806
5461,6321,6806
5462,6322,6806
5463,6323,6806
5464,6324,6806
5465,6325,12954
5466,6326,12954
5467,6327,12954
5468,6328,12954
5469,6329,12954
5470,6330,12954
5471,6331,5189
5472,3508,5189
5473,789,5189
5474,3734,5189
5475,6332,5189
5476,6333,5189
5477,6334,5189
5478,6335,5189
5479,6336,5189
5480,6337,5189
5481,6338,13274
5482,6338,13275
37673,43559,43721
5221,6062,12045
5484,6340,13275
5485,6341,13274
5486,6342,13275
5487,6343,13276
5488,6344,13276
5489,6345,13276
5490,6346,13276
5491,6347,2879
5492,6348,6104
51498,59556,44387
5497,6353,5265
5431,6291,3166
5500,6356,13277
5501,6357,1585
5502,6358,11447
5498,6354,1600
5505,6361,13171
5507,6363,13278
5508,6364,1622
5509,6365,1689
5510,6366,10493
5511,6367,10854
5512,6368,11613
5513,6369,13279
5515,6371,1834
21741,15381,1618
5517,6373,12999
5518,6374,12999
5519,6376,12999
5520,6377,12999
5521,6375,12999
5522,6379,13282
5523,6380,13284
5524,6381,1761
5526,6383,13285
5527,6384,11994
5239,6084,13115
5528,6385,13286
5529,6386,8485
5425,6285,1790
5430,6290,1835
5434,6294,10661
5437,6297,12911
5438,6298,13268
5440,6300,13269
5442,6302,10825
5493,6349,11660
5494,6350,11684
5499,6355,4586
5514,6370,8520
96831,110190,6479
5531,6388,5189
5532,6389,5189
5533,6390,5189
5534,6391,12954
5535,6392,12954
5536,6393,12954
5537,6394,12954
5538,6395,12954
26541,30030,11982
21742,24566,1618
49823,57521,3174
49828,57528,36058
49829,57529,2022
49830,57529,7950
5546,6406,13293
49833,57534,52322
49834,57534,52324
49835,57537,52339
49836,57539,52341
49837,57540,52342
49961,57665,52406
5554,6398,3430
5555,6419,13295
5556,6420,1849
5557,6421,13294
5558,6422,13296
5559,6423,6871
5560,6424,11205
5561,6425,10843
5564,6426,2695
5572,6434,13304
5573,6435,13305
5593,6458,13317
5574,6436,13306
5575,6437,10924
5576,6438,3285
5577,6439,3285
32743,37190,18357
32839,37289,37110
5580,6442,8977
37573,43443,43535
5582,6444,2223
5583,6445,11640
80729,92245,31527
5585,6450,13310
5586,6451,8926
5587,6452,1619
5588,6453,1132
5589,6454,8304
5590,6455,13314
5591,6456,13315
5592,6457,13316
5594,6459,13318
5595,6460,13319
5596,6461,13320
5263,6109,13137
5264,6110,13138
5597,6462,13325
5598,6463,13326
5600,6465,8542
5601,6466,13328
5602,6467,3430
5603,6471,13330
5604,6472,13331
5605,6474,13332
80730,92247,72700
5622,6491,13310
5623,6492,13343
5624,6493,13343
5565,6427,13302
5625,6494,1770
68268,78127,66684
5631,6504,13347
5634,6507,13351
5635,6508,10923
51499,59557,804
5606,6475,13334
28136,31945,14323
5608,6477,13336
5609,6478,13337
5610,6479,8352
5612,6481,13339
5613,6482,11660
5614,6483,13341
5615,6484,879
5616,6485,2026
5617,6486,1790
5618,6487,13255
5619,6488,13255
5620,6489,13255
51689,59802,55369
32840,36614,36386
5640,6513,3285
5641,6514,8487
5495,6351,8352
5627,6496,13255
5628,6497,13255
5629,6502,13255
5630,6503,13255
5643,6516,829
5632,6505,13255
5633,6506,13255
5644,6517,829
5645,6518,829
5646,6519,807
5647,6520,2223
5648,6521,13353
5651,6524,13354
5649,6522,13255
5650,6523,13255
5539,6396,12954
5654,6527,13045
5655,6528,13357
5656,6529,1322
5658,6531,13361
5659,6532,13362
5639,6512,3873
5660,6533,13365
5661,6534,13367
5662,6535,13362
5663,6537,13368
5664,6539,13369
5665,6540,13370
5666,6541,13371
5667,6542,13372
5668,6543,8193
5669,6544,8193
5670,6545,8193
5671,6546,8193
5672,6547,8193
5673,6548,13375
5674,6549,13376
5675,6550,13376
51500,59558,818
5677,6552,8413
26542,30031,7407
10432,11592,16645
23931,27167,27441
5684,6559,10816
5685,6560,13378
24271,27539,11666
5688,6563,10068
5689,6564,13379
11021,12294,28333
5692,6567,10067
10886,12081,16612
5695,6570,10012
5696,6571,10824
10927,12122,28333
5698,6573,10853
5700,6575,13380
5702,6577,1832
26584,30089,3523
10727,11916,16612
26589,30095,8269
26594,30101,1689
26599,30106,1603
26600,30107,1603
26607,30114,10040
26610,30117,11663
26612,30119,1836
5712,6587,5752
5350,6197,6736
77758,89040,69463
77759,89041,69462
77763,89045,69462
78006,89311,63936
78103,89424,71553
67643,77415,69463
80731,92248,72700
5767,6643,13407
26614,30121,3647
5714,6589,13381
26616,30123,30345
26618,30096,10813
26620,30126,3523
26622,30128,3523
26625,30131,3523
5720,6595,11672
5721,6596,11672
5722,6597,1691
26627,30133,3523
5724,6599,829
5725,6600,829
5726,6601,829
5727,6602,820
5728,6603,13304
5729,6604,13388
5730,6605,13389
5741,6616,9171
26629,30135,13198
26631,30137,11356
26633,30143,3523
26635,30145,3523
5731,6606,13255
5732,6607,13255
5733,6608,13393
5734,6609,13394
5735,6610,13395
5736,6611,13396
5737,6612,2029
5738,6613,13003
5739,6614,13003
5740,6615,13003
26637,30147,3523
5742,6617,13003
5751,6626,10089
5752,6627,13398
5753,6628,1832
5754,6629,13404
5747,6622,13003
5748,6623,13003
5749,6624,13003
5750,6625,13003
5755,6630,13404
26639,30149,2927
5681,6555,13377
5757,6632,13003
5759,6634,13404
5760,6635,13404
104236,118160,84899
5762,6638,13406
80893,92422,72893
5769,6645,13406
5770,6648,786
5771,6649,1273
5772,6399,11117
5775,6654,10824
5776,6655,13408
26641,30151,2927
5788,6667,10012
26643,30153,3523
5773,6652,13130
26645,30155,25635
5774,6653,13003
5792,6671,10853
5777,6656,13003
5778,6657,13003
5779,6658,13003
5780,6659,13003
5781,6660,13003
5782,6661,13003
5783,6662,13003
5784,6663,13003
5785,6664,13003
5786,6665,13003
5796,6675,13275
5789,6668,13003
5797,6675,13274
5791,6670,13003
5798,6676,13274
5799,6677,13275
5794,6673,1553
5800,6678,13274
5801,6679,13275
5802,6680,13274
5803,6680,13414
5804,6681,13274
5805,6682,13414
5806,6683,13274
5807,6684,13274
5808,6684,13416
5809,6685,13274
5810,6686,13416
5811,6687,13274
5812,6688,13274
5813,6688,13417
5814,6689,13274
5815,6690,13417
5816,6691,13274
5817,6692,13419
32744,37191,12636
5819,6693,10728
5820,6694,13424
5821,6695,13424
5822,6696,13424
5823,6697,13424
5824,6698,13424
5825,6699,13424
5826,6700,13424
5827,6701,13424
5828,6702,13424
5829,6703,13424
5830,6704,13424
5831,6705,13424
5832,6706,13424
5833,6707,13424
5834,6708,13424
5836,6710,2216
40653,47267,46761
5838,6711,5227
10464,11627,1395
5840,6713,12045
5835,6709,13130
5841,6714,10067
23979,27219,11666
5843,6716,2688
5844,6717,13408
24288,27556,11610
5846,6719,13438
5847,6720,13439
5848,6721,13441
5448,6308,6806
5849,6722,13443
5850,6723,1430
5851,6724,13445
56538,65171,27864
5853,6726,13446
5854,6727,1277
5855,6728,12350
5856,6729,13447
5857,6730,13448
26576,30080,3523
5859,6732,1620
5860,6733,13447
5861,6734,7854
5862,6735,799
5863,6736,12023
26578,30083,25304
26585,30090,3523
5483,6339,13274
5756,6631,13404
5758,6633,13404
5870,6745,7553
5875,6750,13354
5876,6751,10855
5878,6753,1552
26595,30102,11670
26603,30110,11668
5884,6759,2031
5888,6763,13424
5889,6764,2031
5890,6765,2031
5885,6760,2890
5886,6761,10052
5887,6762,13454
5891,6767,13455
5892,6768,3001
5893,6769,13424
5894,6770,13424
5895,6771,13424
5896,6773,13456
5897,6774,3647
5898,6775,3430
5900,6777,13327
5901,6778,1336
5869,6744,4608
5872,6747,1784
5873,6748,13045
5874,6749,10543
5877,6752,10822
5540,6397,12954
26544,30033,30258
49831,57530,34779
5903,6780,13397
10560,11742,12946
5905,6782,1760
5906,6783,1760
77760,89042,69463
5908,6785,11683
5909,6786,6104
5910,6787,11591
23988,27228,4816
5912,6789,3647
5913,6791,9695
5914,6791,13465
5915,6792,13466
5927,6799,13468
26566,30064,30292
26577,30081,3523
26579,30084,3523
26586,30091,3523
5943,6819,4585
