id,event_id,place_id
62245,71331,53119
62246,71332,16276
62247,71334,35809
62248,71339,55684
97174,110547,82312
62250,71350,50076
62251,71350,50077
62254,71355,53119
62255,71357,6661
62257,71362,62076
59666,68496,15863
60873,69887,11320
60889,69903,7865
60929,69939,891
60939,69949,19822
61003,70013,2079
61016,70026,61433
61059,70069,11320
61096,70106,11854
61108,70118,776
88924,101351,70404
61149,70158,51093
61186,70196,3649
61202,70212,10023
61222,70232,11609
61240,70248,22048
61251,70259,1228
61293,70301,61523
61320,70335,11663
13950,15672,24002
61363,70383,10887
61386,70412,911
61401,70435,6765
61423,70455,11570
61438,70470,11568
61454,70494,61707
61481,70533,61746
61518,70570,12854
61566,70618,729
61579,70631,39375
61593,70645,891
61608,70660,30972
61627,70679,18002
61636,70688,61755
61638,70690,20233
61639,70691,13196
61642,70694,61754
61654,70706,11854
61686,70738,776
61688,70740,2594
61699,70751,14208
61705,70757,2079
61710,70762,1165
61713,70765,11320
61722,70774,2101
61727,70779,11854
61728,70780,8608
61744,70796,20547
61840,70891,26973
61852,70904,8451
62025,71104,11336
62038,71117,37100
62046,71125,7743
62050,71129,32977
62062,71141,62012
62070,71149,24410
62073,71152,27938
62079,71158,11334
62093,71172,11280
62114,71195,11287
62118,71199,48331
96993,110354,30150
62135,71217,2714
62143,71225,12854
62151,71233,776
62165,71251,60451
62177,71263,60451
62179,71265,60451
62183,71269,60451
62188,71274,60451
62192,71278,60451
62196,71282,60451
62200,71286,60451
62201,71287,60451
62211,71297,60451
62212,71298,60451
62228,71314,60451
62230,71316,60451
62236,71322,60451
62256,71358,6661
62258,71361,62076
62259,71363,39386
62266,71369,62081
62268,71371,11356
62271,71375,13497
62274,71378,2079
62275,71379,9914
62277,71381,1228
62280,71384,23324
62281,71385,2594
62288,71392,12854
62290,71394,11277
62291,71395,894
62292,71396,13167
62293,71397,12360
62294,71398,3174
62295,71399,59283
62296,71400,12854
59667,68497,12854
59668,68498,11356
59669,68499,7743
59670,68500,12854
59671,68501,16147
59672,68502,60425
59673,68503,7743
59674,68504,35710
59675,68505,11854
68714,78586,23724
88925,101352,70404
59678,68508,5902
59679,68509,47808
59680,68510,33954
59681,68511,58459
59682,68512,11236
59683,68513,38388
59685,68515,60426
59686,68516,17650
59687,68517,24410
59688,68518,47802
59689,68519,3423
59690,68520,15399
59691,68521,16620
59692,68522,16621
59693,68523,21949
59694,68524,3174
59695,68525,16645
59696,68526,2253
59697,68527,32024
59698,68528,7743
59699,68529,12895
59700,68530,5269
59701,68531,16218
59702,68532,894
59703,68533,894
59704,68534,894
59705,68535,40728
59706,68536,42999
59707,68537,12895
59708,68538,11293
59709,68539,12361
59710,68541,11726
59711,68540,60428
59712,68542,60429
59713,68543,26133
59714,68544,23501
59715,68545,15863
59716,68546,47914
59717,68547,16645
59718,68548,2253
59719,68549,60430
59720,68550,60431
59721,68551,33777
59722,68552,2863
59723,68553,2084
59724,68554,20787
59725,68555,10121
59726,68556,5472
59727,68557,47904
59728,68558,1291
59729,68559,2065
59730,68560,60432
59731,68561,2086
59732,68562,46694
59733,68563,60410
59734,68564,7743
59735,68565,47828
59736,68566,3378
59737,68567,5269
59738,68568,60427
59739,68569,17980
59740,68570,2091
59741,68571,6497
59742,68572,11356
59743,68574,14082
59744,68576,55087
59745,68577,11356
59746,68578,6497
59747,68579,14082
59748,68580,14082
59749,68581,14082
59750,68582,24671
59751,68583,55072
59753,68585,3869
59754,68586,6826
59755,68588,11356
59756,68589,6826
59757,68590,11356
59758,68591,11356
59759,68592,6497
59760,68593,6826
59761,68594,6826
59676,68506,776
59677,68507,776
59762,68595,14082
59763,68596,14082
59764,68597,14082
59765,68598,14082
59766,68599,14082
50762,58603,12354
59767,68600,60435
59768,68601,1760
59769,68602,3632
59770,68606,26104
59771,68607,31599
59772,68609,60445
59773,68611,1830
59774,68612,13045
59775,68613,1832
59776,68614,921
59777,68615,6653
59778,68616,7553
59779,68617,12911
59780,68618,13482
59781,68619,13674
59782,68620,2101
59783,68621,799
59784,68622,12248
59785,68623,13295
59786,68624,12131
59787,68626,29471
59788,68625,7611
59789,68627,1146
59790,68628,2884
59791,68629,60448
59792,68630,26734
59793,68631,951
59794,68632,13746
59795,68633,57417
59796,68634,8487
59797,68635,28807
59798,68636,2938
59799,68637,53147
60874,69888,11854
59801,68639,4411
59802,68640,14208
59803,68641,18002
59804,68642,5902
59805,68643,39601
59806,68644,8206
59807,68645,1440
59808,68646,47823
59809,68647,39508
59810,68648,47815
59811,68650,15399
59812,68649,52983
59813,68651,7865
59814,68652,60450
59815,68653,47787
59816,68654,60449
59817,68655,60451
72024,82237,1784
59819,68657,29555
59820,68658,15863
60879,69893,50260
60890,69904,8206
59823,68661,16621
60892,69906,13934
60930,69940,1532
60937,69947,42999
60943,69953,15397
60950,69960,2863
59829,68667,60453
59830,68668,13188
59831,68669,13188
59832,68670,13188
59833,68671,13188
59834,68672,13188
59835,68673,13188
59836,68674,13188
59837,68675,13188
59838,68676,13188
59839,68677,13188
59840,68678,13188
59841,68679,13188
59842,68680,13188
59843,68681,13188
59844,68682,13188
59845,68683,13188
59846,68684,13188
59847,68685,13188
59848,68686,13188
59849,68687,13188
59850,68688,13188
59851,68689,13188
59852,68690,13188
59853,68691,13188
59854,68692,60451
59855,68693,60451
59856,68694,60451
59857,68695,60451
59858,68696,60451
59859,68697,60451
59860,68698,60451
59861,68699,60451
59862,68700,60451
59863,68701,60451
59864,68702,60451
59865,68703,60451
59866,68704,60451
59867,68705,60451
59868,68706,60451
59869,68707,60451
59871,68709,60451
59873,68711,60451
59874,68712,60451
59878,68716,60451
59879,68717,60451
59880,68718,60451
59881,68719,60451
60876,69890,12854
88926,101353,70404
60900,69914,11220
60901,69915,37099
60931,69941,7865
60942,69952,1173
60944,69954,17652
68466,78337,49613
61009,70019,2086
61015,70025,30798
61053,70063,8207
61057,70067,891
61063,70073,12854
61079,70089,2079
61084,70094,52640
61088,70098,11320
61095,70105,11854
61127,70137,24002
61150,70159,29149
61187,70197,11665
61203,70213,10023
61223,70233,10854
61241,70249,10825
61252,70260,1228
61321,70336,11663
61402,70436,6765
61424,70456,11572
61439,70471,11567
61482,70534,11336
61504,70556,12132
61540,70592,31108
61541,70593,61756
61564,70616,729
61568,70620,11854
61576,70628,33185
61580,70632,40748
61591,70643,12895
61614,70666,46694
61696,70748,11287
61712,70764,61743
61748,70803,1608
68467,78338,3027
9713,10808,61599
5611,6480,61599
61355,70372,61599
61758,70804,53304
61759,70805,43049
61760,70806,7313
61761,70807,61766
61762,70811,8736
61764,70812,53467
61766,70814,53467
61767,70815,53467
61768,70818,729
61769,70819,2216
61770,70822,61785
61771,70824,4226
61773,70825,26919
60992,70002,7865
45809,52751,776
61774,70826,729
61775,70827,729
61780,70836,34362
61781,70836,59997
61782,70836,61797
61783,70836,812
61784,70836,11248
61785,70836,811
61786,70836,61798
61787,70838,15497
61789,70841,14186
61790,70843,47010
61791,70844,4463
61792,70845,61301
61797,70849,16206
61798,70850,24604
61799,70852,1506
61801,70854,1506
61803,70856,14178
61805,70858,9267
61806,70858,2670
61807,70858,61305
59870,68708,60451
59872,68710,60451
59875,68713,60451
59876,68714,60451
59877,68715,60451
59882,68720,60451
59883,68721,60451
59884,68722,60451
59885,68723,60451
59886,68724,42378
59887,68573,11356
59888,68725,11356
59889,68726,6826
59890,68727,59851
59891,68728,11356
59892,68729,11356
68468,78339,7865
59894,68732,3647
59895,68733,3647
59896,68734,10661
59897,68735,12833
59898,68736,12833
59899,68739,60462
59900,68740,7362
59901,68741,7362
59902,68742,7362
59903,68743,7362
59904,68744,7362
59905,68745,7362
59906,68746,7362
59907,68739,60463
59908,68747,45561
59909,68748,55072
59910,68748,60464
59911,68749,17027
11099,12373,17027
59912,68750,17027
59913,68751,17027
60878,69892,17649
59915,68753,60470
59916,68754,60471
59917,68755,60471
59918,68756,60471
59919,68757,60471
59920,68758,60471
59921,68759,60471
59922,68760,60471
59923,68761,60471
59924,68762,60471
59925,68763,11716
59926,68764,60473
59927,68765,3832
26281,29740,24162
59929,68767,3832
59930,68771,3832
59931,68772,16206
59932,68774,31489
59933,68775,11669
59934,68776,60484
59935,68776,60485
59936,68777,60485
59937,68778,60484
59938,68779,60463
59939,68780,60463
59940,68781,60463
59941,68782,60463
59942,68783,60463
59943,68784,60463
59944,68785,60463
59945,68786,60463
59946,68787,60463
59947,68788,60487
59948,68788,52492
59949,68789,52492
59950,68790,8852
59951,68791,8852
59952,68795,14082
59953,68796,43591
59954,68797,55087
59955,68798,55087
59956,68799,55087
59957,68800,55087
59958,68801,11356
59959,68802,11356
59960,68803,55087
59961,68805,55618
59962,68806,3649
59963,68807,60496
59964,68808,60496
59965,68809,60496
59966,68810,11666
59967,68811,24671
59968,68812,36174
59969,68813,36174
59970,68814,5874
59971,68815,15552
59972,68816,51395
59973,68817,5925
59974,68818,5925
59975,68819,17531
59976,68820,22797
59977,68821,29851
59978,68822,27581
59979,68823,10825
59980,68824,13818
59981,68825,40269
59982,68826,804
59983,68827,49365
59984,68828,55087
59985,68829,60484
59986,68830,17027
59987,68831,14082
59988,68832,60484
59989,68833,60485
59990,68834,10251
59991,68836,5954
59992,68837,5954
59993,68838,4703
59994,68839,4703
59995,68840,29758
59996,68841,29758
59997,68842,29758
59998,68843,29758
59999,68844,29758
60000,68845,29758
60001,68846,29909
60002,68847,29909
60003,68848,1378
60004,68849,1378
60005,68850,1378
60006,68851,60508
60007,68853,43723
60008,68854,43721
60009,68855,11669
60010,68856,11626
60011,68857,11667
60012,68858,14284
60013,68859,51395
53883,62349,20220
60014,68860,58433
60015,68861,60516
60016,68862,25084
60017,68865,58036
60018,68868,51395
60019,68863,60529
60020,68872,7571
60021,68873,27901
60022,68874,60539
60023,68875,60539
60024,68876,60539
60025,68877,60539
60026,68878,60539
60027,68879,60539
60028,68880,60539
60029,68881,60539
68715,78587,12833
60031,68885,60533
60032,68886,60234
60033,68887,55087
3443,4048,11356
60034,68888,5925
60035,68889,13003
60036,68890,13003
60037,68891,18160
60038,68892,60546
60039,68893,60547
60040,68894,60549
60041,68895,60550
60042,68896,60532
60880,69894,1532
88927,101354,2695
60044,68898,60533
60045,68900,14360
59800,68638,47777
59821,68659,44064
59822,68660,47776
59824,68662,39852
59825,68663,47788
59826,68664,47798
59828,68666,47800
59827,68665,47799
97175,110548,81856
60047,68902,60039
60048,68903,18161
60049,68904,60572
60050,68905,18162
104307,118234,15038
60052,68907,49365
60053,68908,25379
60054,58451,60574
60055,58445,60574
60056,58447,60574
60057,58448,60574
60058,58449,60574
60059,58450,60574
60060,68909,60578
60061,68910,1603
60062,68912,60581
60063,68914,8513
60064,68915,29045
60065,68916,5802
60066,68917,32327
60067,68918,49694
60068,68919,58691
60069,68920,49697
60070,68921,49698
60071,68922,49402
60072,68926,8318
60073,68927,1269
60074,68928,1430
60075,68929,9354
60077,68931,13719
60078,68932,34592
60079,68933,8413
60080,68934,28531
60081,68935,7854
60082,68942,8318
60083,68943,8303
60084,68944,15326
60085,68945,1594
60086,68946,44832
60087,68947,893
60088,68948,1259
60089,68949,14750
60090,68950,10436
60091,68951,52665
60092,68952,1319
60093,68953,9349
60094,68954,1267
60095,68955,18160
60096,68956,13003
60097,68957,18161
60098,68958,41304
60099,68962,35763
60100,68962,60593
60101,68963,35763
60102,68964,60594
60103,68965,60595
68469,78340,5902
60105,68967,9258
60106,68968,3325
60107,68969,54640
60108,68971,31982
60109,68972,38173
60110,68973,38173
60111,68974,38173
60112,68975,5472
60113,68976,5472
60114,68977,5472
60115,68978,5472
60116,68979,5472
60117,68980,47058
60118,68981,60601
60119,68982,11336
60120,68983,47899
60121,68984,47900
60122,68985,47900
60123,68986,2101
60124,68987,2101
60125,68988,11854
60126,68989,11854
60127,68990,41928
60128,68991,12854
60129,68992,2101
60130,68993,2101
60131,68994,11854
60132,68995,11854
60133,68996,12854
60134,68997,41928
60135,68999,60603
60136,69000,60604
60137,69001,57244
60138,69003,917
60139,69002,37237
60140,69004,830
60141,69005,830
60142,69006,11639
60143,69007,2223
60144,69008,829
60145,69009,829
60146,69010,807
60147,69011,807
60148,69012,2223
60149,69013,2223
60150,69014,44566
60151,69015,44566
60152,69016,13098
60153,69017,13098
60154,69018,60615
60155,69019,60615
60156,69020,829
60157,69021,1558
60158,69022,10687
60159,69023,56013
60160,69024,14705
60161,69025,49512
60162,69026,57908
77881,89167,14289
60164,69028,35918
60165,69029,11205
60166,69030,13943
60167,69031,60616
60168,69032,3318
60169,69033,3318
60170,69034,38563
60171,69035,59192
60172,69036,54823
60173,69037,58156
60174,69038,11202
60175,69039,52076
60176,69040,11797
60177,69041,44563
60178,69042,10127
60179,69043,60617
60180,69046,1138
60181,69048,830
60182,69049,44319
60183,69050,60075
60184,69051,60075
60185,69052,729
60186,69053,38173
60187,69054,38173
60188,69055,38173
60189,69056,38173
60190,69057,38173
60191,69058,38173
60192,69059,38173
60193,69060,38173
60194,69061,38173
60214,69081,38173
60215,69082,38173
60227,69094,38173
60228,69095,38173
60230,69097,38173
60881,69895,7147
60884,69898,46693
60885,69899,49777
60933,69943,3978
60957,69967,12145
60963,69973,12141
60968,69978,38951
61000,70010,11320
61001,70011,11854
61010,70020,61438
61017,70027,61442
61035,70045,47823
61045,70055,11854
61051,70061,2079
61065,70075,12145
61091,70101,11320
61128,70138,16900
61151,70160,29149
61188,70198,8475
61204,70214,11659
61224,70234,2887
61242,70250,10825
61253,70261,1228
61322,70337,11586
61403,70437,6765
61425,70457,11571
61485,70537,2714
61488,70540,2101
61495,70547,2101
61497,70549,7865
61499,70551,61758
61512,70564,11287
61548,70600,1185
61561,70613,17980
61562,70614,12854
61571,70623,776
61577,70629,11275
61588,70640,15397
61600,70652,7865
61617,70669,46693
61630,70682,11220
61648,70700,3462
61666,70718,12145
61670,70722,946
61680,70732,3978
61685,70737,946
61697,70749,37100
61749,69617,1584
27861,31603,15830
27426,31100,15830
20459,23174,15830
9252,10334,15830
11153,12439,15830
60806,69778,15830
61765,70813,53467
61772,70823,4226
45812,52754,776
61776,70828,729
68716,78588,11627
61800,70853,1506
61802,70855,1506
61804,70857,14178
61816,70867,9267
61841,70892,6788
61853,70905,2126
62026,71105,2065
62027,71106,2086
62030,71109,12895
62052,71131,39601
62053,71132,14208
62056,71135,894
62064,71143,62010
62097,71176,35925
62116,71197,4993
62123,71204,19075
62147,71229,1205
62153,71235,59283
62166,71252,60451
62172,71259,60451
62180,71266,60451
62195,71281,60451
62197,71283,60451
62214,71300,60451
62219,71305,60451
62235,71321,60451
77882,89168,14289
62269,71373,2090
62272,71376,59248
62276,71380,2101
62279,71383,6787
62282,71386,946
62284,71388,59283
62287,71391,17650
60195,69062,38173
60198,69065,38173
60218,69085,38173
60882,69896,891
60893,69907,11282
60934,69944,47199
60955,69965,12361
61022,70032,16645
61038,70048,11293
68717,78589,13269
61129,70139,16900
54500,63001,11999
61189,70199,17797
61205,70215,10813
61225,70235,8492
61243,70251,10825
61254,70262,1736
61255,70263,1228
61323,70338,3649
61086,70096,17650
61068,50687,11854
61426,70458,11568
61486,70538,2714
61487,70539,2101
61494,70546,3021
61502,70554,7147
61531,70583,32623
61533,70585,2253
61544,70596,25880
61545,70597,1217
61555,70607,729
61557,70609,934
61578,70630,18002
61581,70633,1165
61584,70636,26133
61585,70637,11293
61616,70668,26132
61621,70673,40631
61625,70677,18002
61628,70680,11334
61631,70683,18780
61645,70697,2714
61649,70701,3462
61674,70726,12132
61684,70736,33185
61698,70750,2101
61702,70754,895
61704,70756,2101
61707,70759,11293
61714,70766,12854
61715,70767,8608
61720,70772,12132
61721,70773,2101
61732,70784,776
61740,70792,16620
61750,69631,37146
42584,49396,776
61777,70829,729
61795,70848,25084
61808,70859,2670
61817,70868,9267
61842,70893,4241
61854,70906,2126
62028,71107,15863
62037,71116,2091
62043,71122,20787
62049,71128,37917
62051,71130,20547
62054,71133,62015
62057,71136,26133
62061,71140,5902
62063,71142,2091
62066,71145,12895
62089,71168,17649
62100,71179,36785
62101,71180,49613
62122,71203,4797
62133,71215,12360
62137,71219,47828
62142,71224,17650
62152,71234,12145
62154,71236,946
62168,71254,60451
62181,71267,60451
62185,71271,60451
62191,71277,60451
62193,71279,60451
62204,71290,60451
62205,71291,60451
62215,71301,60451
62220,71306,60451
62221,71307,60451
62223,71309,60451
62233,71319,60451
62237,71323,60451
62239,71325,60451
62261,71365,17815
62263,71366,62079
60196,69063,38173
60197,69064,38173
60199,69066,38173
60200,69067,38173
60202,69069,38173
60205,69072,38173
60211,69078,38173
60212,69079,38173
60213,69080,38173
60219,69086,38173
60221,69088,38173
60226,69093,38173
60231,69098,38173
60883,69897,19822
60935,69945,891
60938,69948,17650
61024,70034,61436
61030,70040,11275
68470,78341,2253
68599,78470,11293
68608,78479,27536
68609,78480,2594
61130,70140,40017
12646,14062,11999
61206,70216,7497
61226,70236,1768
61244,70252,10976
61256,70264,1228
61324,70339,10040
61427,70459,11567
61489,70541,2101
61582,70634,1159
61622,70674,13934
61656,70708,2594
61669,70721,946
61682,70734,61759
61683,70735,12141
61701,70753,37100
61718,70770,61751
61726,70778,11854
61747,70799,49612
61751,70514,9172
42578,49390,776
61778,70830,729
61796,69737,40211
61809,70860,34780
61818,70869,9267
61827,70878,61842
61834,70885,40003
16552,18824,10362
61843,70894,4241
61855,70915,11636
61857,70917,38935
61858,70825,7555
61859,70907,5189
61860,70922,6803
61864,70928,7241
61865,70928,61864
61870,70943,61865
61871,70949,61865
68622,78493,17654
61875,70954,29607
61877,70956,29607
68693,78565,66050
68695,78567,67233
68699,78571,23724
61880,70960,19981
61881,70961,789
61882,70963,61876
61883,70964,60214
61884,70965,61879
61885,70959,61880
61886,70966,61880
61890,70971,61882
61892,70974,61883
61901,70983,11562
61902,70984,13652
61903,70985,61891
61904,70986,61892
61905,70987,61893
61906,70988,61894
61907,70989,12278
61908,70990,61895
61909,70991,52678
68703,78575,23724
61914,70996,26824
61918,71000,24216
61919,71001,44467
61920,71002,52384
72025,82238,4606
61922,71004,61906
61763,14853,61775
61923,71005,7754
61924,71007,26208
61925,71009,26207
61927,71013,53407
61929,71020,61926
61930,71022,61926
61931,71023,61926
61932,71024,7599
61933,71024,57588
61934,71024,61933
61935,71024,61934
61936,71024,12656
61937,71024,61932
61938,71024,61936
61939,71024,61937
52884,61257,61897
60201,69068,38173
60203,69070,38173
60223,69090,38173
60229,69096,38173
60887,69901,2086
60891,69905,16645
60936,69946,12141
60941,69951,61440
60948,69958,27938
60980,69990,11320
60984,69994,11287
61025,70035,61437
61026,70036,61434
61032,70042,11293
61070,70080,11854
61100,70110,946
61104,70114,33185
61152,70161,11999
61207,70217,7497
61227,70237,1768
61245,70253,10976
61428,70460,11567
61490,70542,896
61498,70550,11293
61503,70555,11275
61506,70558,18002
61519,70571,13934
61534,70586,7865
61583,70635,47823
61599,70651,61745
61603,70655,33164
61609,70661,61752
61624,70676,14208
61634,70686,894
61658,70710,33185
61660,70712,33185
61668,70720,946
61677,70729,15397
61692,70744,2084
61703,70755,2101
61717,70769,33185
61733,70785,2065
61739,70791,26133
61752,69619,37146
61779,70831,729
61810,70861,61305
61819,70870,60073
61828,70879,18966
61835,70886,10362
61844,70895,7130
61856,70916,11686
61861,70923,10831
61866,70929,7241
61876,70955,29607
61879,70958,29607
61887,70967,61880
61891,70972,55052
61893,70975,61884
61910,70992,55735
61912,70994,61897
61915,70997,14038
61926,71010,31881
61928,71014,53407
5408,6264,61865
20104,22816,61865
20075,22783,61865
62032,71111,11293
62059,71138,15863
62060,71139,11293
62068,71147,37100
62102,71181,2714
62103,71182,18003
62125,71206,776
62130,71212,33185
62134,71216,11293
62138,71220,2091
62148,71230,1205
62149,71231,1205
62156,71238,1205
62159,71245,60451
62160,71246,60451
62164,71250,60451
62170,71256,60451
62175,71261,60451
62178,71264,60451
62182,71268,60451
62203,71289,60451
62206,71292,60451
62217,71303,60451
62240,71326,60451
62262,66014,3275
62264,71367,44467
62270,71374,62093
62273,71377,14568
62241,71327,15497
62242,71327,62022
62278,71382,13168
62283,71387,12142
62285,71389,11320
62286,71390,12145
62289,71393,18469
60204,69071,38173
60206,69073,38173
60207,69074,38173
60209,69076,38173
60894,69908,26133
60940,69950,3174
60949,69959,38105
60954,69964,934
68471,78342,896
61007,70017,11293
61028,70038,30674
61037,70047,2101
68601,78472,11293
61090,70100,2594
61098,70108,12145
61106,70116,776
61153,70162,20856
61208,70218,61502
61228,70238,1768
61246,70254,10976
68606,78477,2594
61429,70461,11568
61493,70545,12132
61508,70560,2594
61524,70576,11854
61551,70603,46688
61558,70610,2060
61559,70611,2088
61570,70622,52640
61586,70638,47059
61592,70644,56447
61619,70671,16620
61633,70685,891
61637,70689,18036
61640,70692,58554
61652,70704,11854
61664,70716,12145
61672,70724,2101
61706,70758,33185
61725,70777,11854
61729,70781,33185
61734,70786,11282
61736,70788,27938
61737,70789,61760
61753,69621,37327
60993,70003,1532
61811,70862,9267
61820,70871,2670
61829,70880,22268
59139,67927,10362
61845,70896,61843
61862,70924,10384
61863,70925,2026
61867,70932,7241
68607,78478,2594
68640,78511,61760
61878,70957,29607
68694,78566,66050
61888,70968,61880
61894,70976,61883
61911,70993,61896
61913,70995,12652
61916,70998,11819
61788,70839,12810
61953,71027,25730
61954,71028,12153
61957,70373,61599
61960,71034,61124
61961,71035,61945
68700,78572,23724
61963,71037,2088
61964,71038,6773
61965,71039,61949
61966,69444,61951
61967,71040,11278
61968,71041,15752
61974,71047,11278
61975,71048,14539
61978,71051,61960
61979,71052,4413
61981,71054,53605
61982,71055,6773
61983,71056,11278
61984,71058,61963
61985,71059,61966
61986,71060,61963
61988,71062,61963
61989,71063,61963
61994,71068,61963
61999,71074,11527
62001,71077,58525
62002,71078,8522
62003,71079,1790
62006,71082,22238
62008,71086,11660
62009,71087,11356
62013,71091,11278
5405,6261,61865
5410,6266,61865
5411,6267,61865
20498,23216,61865
62015,71093,11684
20073,22781,61865
20074,22782,61865
20077,22785,61865
60208,69075,38173
60210,69077,38173
60216,69083,38173
60217,69084,38173
60220,69087,38173
60222,69089,38173
60224,69091,38173
60225,69092,38173
60232,69100,60631
60233,69101,60463
60234,69101,60462
60235,69103,60635
60236,69104,24360
60237,69105,24360
60238,69106,24360
60043,68897,60556
60239,69109,27294
60240,69111,53304
60241,69112,53304
60242,69113,6302
60243,69115,60648
60244,69116,9218
60245,69118,55072
60246,69118,60464
60247,69122,10818
60248,69123,55072
60249,69123,60464
60250,69125,55072
60251,69125,60464
60252,69126,60464
60253,69127,55072
60254,69127,60464
60255,69128,60464
60895,69909,49613
104308,118235,71397
60257,69140,60464
60258,69141,55072
60259,69141,60464
60260,69142,11666
60261,69143,14286
60262,69144,11624
60263,69145,27581
60264,69146,3649
60265,69147,12810
60266,69148,11664
60267,69149,13447
60268,69150,60661
50608,58446,60574
104309,118237,84964
104310,118238,47633
60269,69152,60667
60270,69153,24701
60271,69154,60675
60272,69155,60676
60273,69156,58168
60274,69157,60686
60275,69158,60686
60276,69159,729
60277,69160,60687
60278,69161,60687
60279,69162,41928
60280,69164,41928
60281,69167,2060
60282,69168,2060
60283,69169,2060
60284,69170,2060
60285,69171,60691
60286,69171,31986
60287,69172,60692
60288,69173,60692
60289,69165,41928
60290,69166,41928
60291,69163,41928
60292,69174,57968
60293,69175,57968
60294,69176,57968
60295,69177,51229
60296,69182,6370
60297,69183,6370
60298,69184,6370
60299,69185,6370
60300,69186,51229
60301,69178,60696
60302,69178,60697
60303,69180,60698
60304,69181,60698
60305,69179,60698
60306,69187,60701
60307,69188,56266
60308,69189,60039
60309,69190,13558
60310,69191,13558
60311,69192,13558
60312,69193,13558
60313,69194,13558
104311,118239,83379
104313,118241,47633
104314,118242,47633
143,317,865
1548,1838,865
1337,1596,865
28217,32057,865
60314,69195,13558
60315,69196,13558
60316,69197,13558
104315,118243,47633
104316,118244,47633
104317,118245,71397
104318,118246,55618
104319,118247,83635
104321,118250,83440
104322,118251,5364
104323,118252,58066
104324,118253,56019
104325,118254,58066
104326,118255,25617
104312,118240,83379
104320,118248,83547
104327,118256,25617
60337,69218,51229
60338,69220,814
60339,69221,60723
60340,69222,2884
60341,69225,60701
60342,69226,60701
60343,69227,60701
77884,89170,13268
60389,69290,60769
60345,69230,6777
60346,69231,19981
60347,69232,19981
60348,69233,1770
55642,64189,17810
55198,63752,17810
60349,69234,8269
60946,69956,31041
60351,69247,60735
60352,69248,60735
60353,69249,2724
60354,69250,57911
60355,69251,57911
60356,69253,57530
60357,69254,812
60358,69255,60305
60359,69256,32424
60360,69257,40647
60361,69258,847
60362,69259,2855
60363,69260,60736
60364,69261,60739
60365,69262,60740
60366,69263,60741
60367,69264,4365
60368,69265,850
92451,105499,79642
60371,69268,60749
60372,69270,22270
60373,69271,14323
60374,69272,807
60375,69273,60758
60376,69274,875
60377,69275,801
60378,69276,8614
60379,69277,836
60380,69278,34768
60381,69279,820
60382,69281,11356
60383,69282,24380
60384,69283,2600
60385,69284,2600
60386,69285,20447
60387,69287,49365
60256,69129,8318
60388,69289,60768
60370,69267,36294
68701,78573,23724
60392,69294,11047
60393,69295,60782
60394,69296,60783
60395,69300,20447
60396,69301,59481
60397,69304,60786
60398,69305,60786
60399,69307,60792
60400,69309,60795
60401,69310,44566
60402,69311,44566
60403,69312,44566
60404,69313,60800
60405,69314,59629
80807,92334,8248
80819,92345,72840
60408,69317,52931
60409,69318,60802
60410,69319,60802
60411,69320,60802
60412,69321,60802
60413,69322,20447
60414,69323,1618
60415,69324,1618
60416,69325,1618
60417,69326,10161
60418,69328,26900
60419,69331,60824
60420,69336,60496
60421,69338,11663
60422,69339,12824
60423,69340,51395
60424,69341,7407
60425,69342,2879
60426,69343,27581
60427,69344,3649
60428,69345,11667
60429,69346,10661
60430,69347,13268
60431,69348,9268
60432,69349,11668
60433,69350,12833
60434,69351,57674
60435,69352,13818
60436,69353,11665
60437,69354,13046
60438,69355,10854
60439,69356,10493
60440,69357,11634
60441,69358,10040
60442,69359,11613
60443,69360,10813
60444,69361,11659
60391,69293,60781
60446,69363,5265
60447,69364,37237
60448,69365,6803
60449,69366,4585
60450,69367,11685
60451,69368,1603
60452,69369,10384
60453,69370,11664
60454,69371,11624
60455,69372,10825
60456,69373,13470
60457,69374,11677
60458,69375,3647
60459,69376,11608
60460,69377,2026
60461,69378,60827
60462,69379,55087
60463,69381,55087
60464,69384,7595
60465,69384,6872
60466,69385,5186
60467,69386,60838
60468,69387,60840
60469,69388,60841
60470,69389,60842
60471,69390,60843
60472,69391,60844
60473,69392,60845
60474,69393,57695
60475,69394,60846
60476,69395,60847
60477,69396,60849
60478,69397,60850
60479,69398,60851
60480,69399,7552
60481,69400,60853
60482,69401,60854
60483,69402,60855
60484,69403,60856
60485,69404,3982
60486,69405,60857
60487,69406,60859
60488,69407,60856
60489,69408,60860
60490,69409,60861
60491,69410,60818
60492,69411,60862
60493,69412,60831
60494,69413,60831
60495,69414,60831
60496,69415,60831
60497,69416,50320
60498,69417,60863
60499,69418,60863
60500,69419,60863
60501,69420,60863
60502,69421,60863
60503,69422,60863
60504,69423,60863
60505,69424,60863
60506,69425,854
60507,69426,8802
60508,69427,864
60509,69428,34689
60510,39812,60867
60511,39812,60868
60512,39813,32482
60513,69429,50320
60514,69430,13905
60344,69229,10812
59914,68752,16206
60515,69431,1508
60516,69432,13198
60517,69433,13198
60518,69434,13198
60519,69438,50320
60520,69439,50320
60521,69441,10717
60522,69442,60884
60523,69443,60884
60524,69447,60863
60525,69448,60863
68702,78574,23724
60527,69450,13198
60528,69451,13198
60529,69452,13198
60530,69453,13198
60531,69454,4365
60532,69455,60896
60533,69456,60896
60534,69457,60896
60535,69458,60896
60536,69459,56851
